Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit
Office Supplies,Charlotte,United States,PS-19045,Penelope Sewall,GBC,21-01-2022,US-2022-160423,28205,GBC Recycled VeloBinder Covers,South,Home Office,HO,TRUE,26-01-2022,Standard Class,North Carolina,Binders,0.7,-$0.03K
Office Supplies,Fort Lauderdale,United States,AP-10720,Anne Pryor,GBC,21-10-2021,US-2021-136322,33311,GBC Personal VeloBind Strips,South,Home Office,HO,FALSE,26-10-2021,Standard Class,Florida,Binders,0.7,-$0.02K
Office Supplies,Los Angeles,United States,TC-21535,Tracy Collins,Fellowes,18-11-2021,US-2021-166226,90008,Fellowes Command Center 5-outlet power strip,West,Home Office,HO,FALSE,22-11-2021,Standard Class,California,Appliances,0,$0.02K
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,Staple holder,27-12-2019,US-2019-166961,92553,Staple holder,West,Home Office,HO,FALSE,31-12-2019,Standard Class,California,Appliances,0,$0.00K
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,Acco,21-11-2022,US-2022-103380,91104,"Acco Six-Outlet Power Strip, 4' Cord Length",West,Home Office,HO,TRUE,25-11-2022,Standard Class,California,Appliances,0,$0.00K
Office Supplies,Oakland,United States,DW-13480,Dianna Wilson,Panasonic,07-01-2021,US-2021-101938,94601,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,West,Home Office,HO,FALSE,12-01-2021,Standard Class,California,Art,0,$0.01K
Office Supplies,San Diego,United States,MG-17890,Michael Granlund,Berol,04-03-2021,US-2021-154053,92024,Berol Giant Pencil Sharpener,West,Home Office,HO,FALSE,10-03-2021,Standard Class,California,Art,0,$0.00K
Office Supplies,San Francisco,United States,VF-21715,Vicky Freymann,Newell,22-05-2022,US-2022-130106,94109,Newell 333,West,Home Office,HO,TRUE,26-05-2022,Standard Class,California,Art,0,$0.00K
Office Supplies,Seattle,United States,CK-12325,Christine Kargatis,Staples in misc. colors,01-09-2022,US-2022-135230,98103,Staples in misc. colors,West,Home Office,HO,TRUE,07-09-2022,Standard Class,Washington,Art,0,$0.00K
Office Supplies,Santa Barbara,United States,MG-17890,Michael Granlund,Other,24-04-2022,US-2022-166933,93101,Colored Push Pins,West,Home Office,HO,TRUE,28-04-2022,Standard Class,California,Fasteners,0,$0.00K
Office Supplies,Reno,United States,NF-18475,Neil Französisch,Alliance,01-10-2019,US-2019-132745,89502,Sterling Rubber Bands by Alliance,West,Home Office,HO,FALSE,05-10-2019,Standard Class,Nevada,Fasteners,0,$0.00K
Office Supplies,Bakersfield,United States,FM-14290,Frank Merwin,Other,07-06-2021,US-2021-103163,93309,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",West,Home Office,HO,FALSE,11-06-2021,Standard Class,California,Paper,0,$0.00K
Office Supplies,Los Angeles,United States,BF-11005,Barry Franz,Other,05-05-2021,US-2021-137729,90004,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,Home Office,HO,FALSE,09-05-2021,Standard Class,California,Storage,0,$0.00K
Office Supplies,Los Angeles,United States,BF-11170,Ben Ferrer,Tennsco,24-12-2019,US-2019-138247,90045,Tennsco Commercial Shelving,West,Home Office,HO,FALSE,29-12-2019,Standard Class,California,Storage,0,$0.00K
Office Supplies,San Francisco,United States,DP-13390,Dennis Pardue,Other,08-09-2019,US-2019-168592,94110,Pizazz Global Quick File,West,Home Office,HO,FALSE,14-09-2019,Standard Class,California,Storage,0,$0.00K
Office Supplies,Los Angeles,United States,BF-11170,Ben Ferrer,Avanti,24-12-2019,US-2019-138247,90045,Avanti 4.4 Cu. Ft. Refrigerator,West,Home Office,HO,FALSE,29-12-2019,Standard Class,California,Appliances,0,$0.10K
Office Supplies,Los Angeles,United States,FC-14245,Frank Carlisle,Boston,10-12-2020,US-2020-115693,90032,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",West,Home Office,HO,FALSE,15-12-2020,Standard Class,California,Art,0,$0.02K
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,Newell,21-11-2022,US-2022-103380,91104,Newell 344,West,Home Office,HO,TRUE,25-11-2022,Standard Class,California,Art,0,$0.00K
Office Supplies,San Francisco,United States,TT-21460,Tonja Turnell,Newell,18-12-2022,US-2022-158736,94110,Newell 335,West,Home Office,HO,TRUE,24-12-2022,Standard Class,California,Art,0,$0.00K
Office Supplies,Las Cruces,United States,MA-17995,Michelle Arnett,BIC,28-11-2020,US-2020-157028,88001,BIC Brite Liner Highlighters,West,Home Office,HO,FALSE,03-12-2020,Standard Class,New Mexico,Art,0,$0.00K
Office Supplies,Seattle,United States,KN-16705,Kristina Nunn,Newell,28-08-2022,US-2022-126067,98105,Newell 344,West,Home Office,HO,TRUE,03-09-2022,Standard Class,Washington,Art,0,$0.00K
Office Supplies,Vancouver,United States,FM-14290,Frank Merwin,Boston,13-11-2021,US-2021-155488,98661,Boston 16801 Nautilus Battery Pencil Sharpener,West,Home Office,HO,FALSE,17-11-2021,Standard Class,Washington,Art,0,$0.01K
Office Supplies,San Diego,United States,BS-11800,Bryan Spruell,Other,26-09-2020,US-2020-122371,92037,Cameo Buff Policy Envelopes,West,Home Office,HO,FALSE,01-10-2020,Standard Class,California,Envelopes,0,$0.06K
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,Advantus,21-11-2022,US-2022-103380,91104,Advantus T-Pin Paper Clips,West,Home Office,HO,TRUE,25-11-2022,Standard Class,California,Fasteners,0,$0.00K
Office Supplies,Roseville,United States,JO-15550,Jesus Ocampo,OIC,09-11-2020,US-2020-126466,95661,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",West,Home Office,HO,FALSE,13-11-2020,Standard Class,California,Fasteners,0,$0.00K
Office Supplies,San Francisco,United States,DP-13390,Dennis Pardue,Other,08-09-2019,US-2019-168592,94110,Ideal Clamps,West,Home Office,HO,FALSE,14-09-2019,Standard Class,California,Fasteners,0,$0.00K
Office Supplies,Lake Forest,United States,DB-12910,Daniel Byrd,Smead,03-10-2021,US-2021-101672,92630,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,West,Home Office,HO,FALSE,07-10-2021,Standard Class,California,Labels,0,$0.00K
Office Supplies,Bozeman,United States,CW-11905,Carl Weiss,Avery,23-01-2020,US-2020-119214,59715,Avery 500,West,Home Office,HO,FALSE,27-01-2020,Standard Class,Montana,Labels,0,$0.01K
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,Xerox,27-03-2022,US-2022-124716,93727,Xerox 1913,West,Home Office,HO,TRUE,31-03-2022,Standard Class,California,Paper,0,$0.05K
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,Xerox,27-03-2022,US-2022-124716,93727,Xerox 1982,West,Home Office,HO,TRUE,31-03-2022,Standard Class,California,Paper,0,$0.02K
Office Supplies,Laguna Niguel,United States,BC-11125,Becky Castell,Xerox,16-09-2021,US-2021-134369,92677,Xerox 1966,West,Home Office,HO,FALSE,22-09-2021,Standard Class,California,Paper,0,$0.01K
Office Supplies,Lake Forest,United States,DB-12910,Daniel Byrd,Xerox,03-10-2021,US-2021-101672,92630,Xerox 1891,West,Home Office,HO,FALSE,07-10-2021,Standard Class,California,Paper,0,$0.05K
Office Supplies,Lake Forest,United States,DB-12910,Daniel Byrd,Xerox,03-10-2021,US-2021-101672,92630,Xerox 1900,West,Home Office,HO,FALSE,07-10-2021,Standard Class,California,Paper,0,$0.00K
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,Xerox,06-12-2021,US-2021-103674,90032,Xerox 1977,West,Home Office,HO,FALSE,10-12-2021,Standard Class,California,Paper,0,$0.01K
Office Supplies,Los Angeles,United States,CG-12040,Catherine Glotzbach,Adams,01-06-2020,US-2020-161242,90045,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",West,Home Office,HO,FALSE,08-06-2020,Standard Class,California,Paper,0,$0.01K
Office Supplies,Los Angeles,United States,SM-20320,Sean Miller,Xerox,25-12-2020,US-2020-144890,90049,Xerox 1949,West,Home Office,HO,FALSE,29-12-2020,Standard Class,California,Paper,0,$0.00K
Office Supplies,Oceanside,United States,PS-19045,Penelope Sewall,Wirebound,07-11-2021,US-2021-164896,92054,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,Home Office,HO,FALSE,12-11-2021,Standard Class,California,Paper,0,$0.01K
Office Supplies,San Francisco,United States,LS-16975,Lindsay Shagiari,Xerox,26-11-2019,US-2019-147648,94109,Xerox 1893,West,Home Office,HO,FALSE,01-12-2019,Standard Class,California,Paper,0,$0.04K
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,Xerox,05-10-2022,US-2022-167661,94110,Xerox 1951,West,Home Office,HO,TRUE,10-10-2022,Standard Class,California,Paper,0,$0.03K
Office Supplies,San Francisco,United States,SC-20680,Steve Carroll,TOPS,21-11-2019,US-2019-154781,94110,Tops Wirebound Message Log Books,West,Home Office,HO,FALSE,26-11-2019,Standard Class,California,Paper,0,$0.00K
Office Supplies,Meridian,United States,NZ-18565,Nick Zandusky,Other,06-10-2022,US-2022-148054,83642,Computer Printout Paper with Letter-Trim Perforations,West,Home Office,HO,TRUE,11-10-2022,Standard Class,Idaho,Paper,0,$0.02K
Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,Other,22-01-2022,US-2022-127432,59405,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,Home Office,HO,TRUE,27-01-2022,Standard Class,Montana,Paper,0,$0.01K
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,Xerox,15-10-2021,US-2021-125738,84106,Xerox 1982,West,Home Office,HO,FALSE,21-10-2021,Standard Class,Utah,Paper,0,$0.02K
Office Supplies,Des Moines,United States,AB-10060,Adam Bellavance,Wirebound,18-09-2020,US-2020-150511,98198,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",West,Home Office,HO,FALSE,24-09-2020,Standard Class,Washington,Paper,0,$0.01K
Office Supplies,Seattle,United States,MR-17545,Mathew Reese,Easy-staple paper,08-07-2022,US-2022-111759,98103,Easy-staple paper,West,Home Office,HO,TRUE,12-07-2022,Standard Class,Washington,Paper,0,$0.02K
Office Supplies,Pasadena,United States,BF-11005,Barry Franz,Eldon,21-11-2022,US-2022-103380,91104,Eldon Portable Mobile Manager,West,Home Office,HO,TRUE,25-11-2022,Standard Class,California,Storage,0,$0.02K
Office Supplies,Seattle,United States,NF-18595,Nicole Fjeld,Fellowes,18-08-2022,US-2022-151358,98105,Fellowes Super Stor/Drawer Files,West,Home Office,HO,TRUE,22-08-2022,Standard Class,Washington,Storage,0,$0.06K
Office Supplies,Seattle,United States,CS-12400,Christopher Schild,Other,26-09-2019,US-2019-127586,98115,"Dual Level, Single-Width Filing Carts",West,Home Office,HO,FALSE,30-09-2019,Standard Class,Washington,Storage,0,$0.08K
Office Supplies,Carlsbad,United States,AB-10255,Alejandro Ballentine,Acme,16-06-2022,US-2022-155873,88220,Acme Elite Stainless Steel Scissors,West,Home Office,HO,TRUE,21-06-2022,Standard Class,New Mexico,Supplies,0,$0.00K
Office Supplies,San Francisco,United States,JO-15550,Jesus Ocampo,Hoover,16-04-2022,US-2022-138086,94109,Hoover Commercial SteamVac,West,Home Office,HO,TRUE,20-04-2022,Standard Class,California,Appliances,0,$0.01K
Office Supplies,San Francisco,United States,VF-21715,Vicky Freymann,Newell,22-05-2022,US-2022-130106,94109,Newell 350,West,Home Office,HO,TRUE,26-05-2022,Standard Class,California,Art,0,$0.00K
Office Supplies,San Francisco,United States,EH-14125,Eugene Hildebrand,Newell,30-01-2022,US-2022-112725,94110,Newell 338,West,Home Office,HO,TRUE,06-02-2022,Standard Class,California,Art,0,$0.00K
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,Newell,28-05-2020,US-2020-118948,98105,Newell 311,West,Home Office,HO,FALSE,03-06-2020,Standard Class,Washington,Art,0,$0.00K
Office Supplies,Seattle,United States,VF-21715,Vicky Freymann,Zebra,08-07-2022,US-2022-138464,98115,Zebra Zazzle Fluorescent Highlighters,West,Home Office,HO,TRUE,12-07-2022,Standard Class,Washington,Art,0,$0.01K
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,Other,27-12-2019,US-2019-166961,92553,Staples,West,Home Office,HO,FALSE,31-12-2019,Standard Class,California,Fasteners,0,$0.00K
Office Supplies,Seattle,United States,FG-14260,Frank Gastineau,Other,02-10-2022,US-2022-101308,98105,Staples,West,Home Office,HO,TRUE,07-10-2022,Standard Class,Washington,Fasteners,0,$0.00K
Office Supplies,Los Angeles,United States,PL-18925,Paul Lucas,Avery,01-11-2019,US-2019-168305,90049,Avery 475,West,Home Office,HO,FALSE,08-11-2019,Standard Class,California,Labels,0,$0.02K
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,Other,27-03-2022,US-2022-124716,93727,Unpadded Memo Slips,West,Home Office,HO,TRUE,31-03-2022,Standard Class,California,Paper,0,$0.01K
Office Supplies,Los Angeles,United States,RD-19810,Ross DeVincentis,Other,13-02-2021,US-2021-112942,90045,Tops Green Bar Computer Printout Paper,West,Home Office,HO,FALSE,18-02-2021,Standard Class,California,Paper,0,$0.07K
Office Supplies,Los Angeles,United States,SN-20710,Steve Nguyen,Other,27-11-2020,US-2020-125234,90049,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",West,Home Office,HO,FALSE,01-12-2020,Standard Class,California,Paper,0,$0.05K
Office Supplies,Manteca,United States,KF-16285,Karen Ferguson,Other,13-03-2022,US-2022-166296,95336,Multicolor Computer Printout Paper,West,Home Office,HO,TRUE,19-03-2022,Standard Class,California,Paper,0,$0.15K
Office Supplies,Bozeman,United States,CW-11905,Carl Weiss,Wirebound,23-01-2020,US-2020-119214,59715,"Wirebound Service Call Books, 5 1/2"" x 4""",West,Home Office,HO,FALSE,27-01-2020,Standard Class,Montana,Paper,0,$0.01K
Office Supplies,Carlsbad,United States,AB-10255,Alejandro Ballentine,Xerox,16-06-2022,US-2022-155873,88220,Xerox 215,West,Home Office,HO,TRUE,21-06-2022,Standard Class,New Mexico,Paper,0,$0.01K
Office Supplies,Seattle,United States,PO-19180,Philisse Overcash,Strathmore,26-04-2022,US-2022-143665,98115,Strathmore Photo Mount Cards,West,Home Office,HO,TRUE,01-05-2022,Standard Class,Washington,Paper,0,$0.01K
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,Advantus,27-12-2019,US-2019-166961,92553,Advantus Rolling Storage Box,West,Home Office,HO,FALSE,31-12-2019,Standard Class,California,Storage,0,$0.01K
Office Supplies,San Diego,United States,BS-11800,Bryan Spruell,Other,26-09-2020,US-2020-122371,92037,"Sortfiler Multipurpose Personal File Organizer, Black",West,Home Office,HO,FALSE,01-10-2020,Standard Class,California,Storage,0,$0.02K
Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,Advantus,22-01-2022,US-2022-127432,59405,Advantus Rolling Storage Box,West,Home Office,HO,TRUE,27-01-2022,Standard Class,Montana,Storage,0,$0.01K
Office Supplies,Great Falls,United States,AD-10180,Alan Dominguez,Tennsco,22-01-2022,US-2022-127432,59405,Tennsco Single-Tier Lockers,West,Home Office,HO,TRUE,27-01-2022,Standard Class,Montana,Storage,0,$0.06K
Office Supplies,Seattle,United States,DS-13030,Darrin Sayre,Carina,21-01-2022,US-2022-131954,98115,Carina Double Wide Media Storage Towers in Natural & Black,West,Home Office,HO,TRUE,25-01-2022,Standard Class,Washington,Storage,0,$0.01K
Office Supplies,Seattle,United States,SC-20680,Steve Carroll,Other,17-12-2021,US-2021-155383,98115,"Personal Filing Tote with Lid, Black/Gray",West,Home Office,HO,FALSE,22-12-2021,Standard Class,Washington,Storage,0,$0.01K
Office Supplies,Bellevue,United States,CR-12580,Clay Rozendal,Other,24-11-2021,US-2021-165561,98006,"Elite 5"" Scissors",West,Home Office,HO,FALSE,28-11-2021,Standard Class,Washington,Supplies,0,$0.01K
Office Supplies,Los Angeles,United States,MA-17995,Michelle Arnett,Staple holder,20-09-2019,US-2019-133704,90004,Staple holder,West,Home Office,HO,FALSE,26-09-2019,Standard Class,California,Appliances,0,$0.01K
Office Supplies,Los Angeles,United States,NL-18310,Nancy Lomonaco,Fellowes,25-08-2020,US-2020-139759,90045,Fellowes Advanced Computer Series Surge Protectors,West,Home Office,HO,FALSE,30-08-2020,Standard Class,California,Appliances,0,$0.03K
Office Supplies,Meridian,United States,NZ-18565,Nick Zandusky,Other,06-10-2022,US-2022-148054,83642,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",West,Home Office,HO,TRUE,11-10-2022,Standard Class,Idaho,Appliances,0,$0.07K
Office Supplies,Escondido,United States,EK-13795,Eileen Kiefer,Newell,16-11-2022,US-2022-108091,92025,Newell 328,West,Home Office,HO,TRUE,21-11-2022,Standard Class,California,Art,0,$0.01K
Office Supplies,Los Angeles,United States,PC-19000,Pauline Chand,Prang,01-08-2020,US-2020-153388,90004,Prang Dustless Chalk Sticks,West,Home Office,HO,FALSE,07-08-2020,Standard Class,California,Art,0,$0.00K
Office Supplies,Seattle,United States,VF-21715,Vicky Freymann,Crayola,08-07-2022,US-2022-138464,98115,Crayola Colored Pencils,West,Home Office,HO,TRUE,12-07-2022,Standard Class,Washington,Art,0,$0.00K
Office Supplies,San Francisco,United States,FC-14245,Frank Carlisle,Avery,06-03-2022,US-2022-167640,94109,Avery 49,West,Home Office,HO,TRUE,10-03-2022,Standard Class,California,Labels,0,$0.01K
Office Supplies,Redmond,United States,CC-12430,Chuck Clark,Avery,17-09-2021,US-2021-148957,98052,Avery 481,West,Home Office,HO,FALSE,23-09-2021,Standard Class,Washington,Labels,0,$0.01K
Office Supplies,San Francisco,United States,AH-10120,Adrian Hane,Xerox,08-04-2022,US-2022-150987,94110,Xerox 1942,West,Home Office,HO,TRUE,12-04-2022,Standard Class,California,Paper,0,$0.10K
Office Supplies,San Francisco,United States,AD-10180,Alan Dominguez,Xerox,30-04-2022,US-2022-136784,94122,Xerox 1919,West,Home Office,HO,TRUE,05-05-2022,Standard Class,California,Paper,0,$0.08K
Office Supplies,Carlsbad,United States,AB-10255,Alejandro Ballentine,Xerox,16-06-2022,US-2022-155873,88220,Xerox 1885,West,Home Office,HO,TRUE,21-06-2022,Standard Class,New Mexico,Paper,0,$0.09K
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,Fellowes,21-03-2022,US-2022-111591,98105,Fellowes Officeware Wire Shelving,West,Home Office,HO,TRUE,25-03-2022,Standard Class,Washington,Storage,0,$0.01K
Office Supplies,Los Angeles,United States,RM-19675,Robert Marley,Sanyo,19-10-2020,US-2020-160171,90008,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",West,Home Office,HO,FALSE,24-10-2020,Standard Class,California,Appliances,0,$0.46K
Office Supplies,San Francisco,United States,DP-13390,Dennis Pardue,Holmes,08-09-2019,US-2019-168592,94110,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",West,Home Office,HO,FALSE,14-09-2019,Standard Class,California,Appliances,0,$0.02K
Office Supplies,Los Angeles,United States,TT-21460,Tonja Turnell,Newell,15-01-2022,US-2022-160934,90008,Newell 347,West,Home Office,HO,TRUE,19-01-2022,Standard Class,California,Art,0,$0.01K
Office Supplies,Santa Fe,United States,MH-17290,Marc Harrigan,Newell,19-09-2020,US-2020-137603,87505,Newell 323,West,Home Office,HO,FALSE,24-09-2020,Standard Class,New Mexico,Art,0,$0.00K
Office Supplies,Seattle,United States,BT-11305,Beth Thompson,Prang,01-12-2020,US-2020-103723,98105,Prang Drawing Pencil Set,West,Home Office,HO,FALSE,06-12-2020,Standard Class,Washington,Art,0,$0.01K
Office Supplies,San Diego,United States,MP-18175,Mike Pelletier,Other,14-12-2022,US-2022-169859,92024,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",West,Home Office,HO,TRUE,18-12-2022,Standard Class,California,Envelopes,0,$0.02K
Office Supplies,Seattle,United States,AB-10255,Alejandro Ballentine,Advantus,23-10-2021,US-2021-151323,98103,Advantus SlideClip Paper Clips,West,Home Office,HO,FALSE,28-10-2021,Standard Class,Washington,Fasteners,0,$0.01K
Office Supplies,Los Angeles,United States,RB-19795,Ross Baird,Xerox,06-06-2021,US-2021-155971,90036,Xerox Blank Computer Paper,West,Home Office,HO,FALSE,12-06-2021,Standard Class,California,Paper,0,$0.05K
Office Supplies,Los Angeles,United States,SC-20050,Sample Company A,Easy-staple paper,31-01-2021,US-2021-129238,90045,Easy-staple paper,West,Home Office,HO,FALSE,04-02-2021,Standard Class,California,Paper,0,$0.03K
Office Supplies,Los Angeles,United States,PL-18925,Paul Lucas,Easy-staple paper,01-11-2019,US-2019-168305,90049,Easy-staple paper,West,Home Office,HO,FALSE,08-11-2019,Standard Class,California,Paper,0,$0.01K
Office Supplies,San Francisco,United States,SN-20560,Skye Norling,Xerox,06-02-2022,US-2022-154102,94109,Xerox 1947,West,Home Office,HO,TRUE,13-02-2022,Standard Class,California,Paper,0,$0.01K
Office Supplies,San Francisco,United States,AH-10120,Adrian Hane,Xerox,08-04-2022,US-2022-150987,94110,Xerox 1891,West,Home Office,HO,TRUE,12-04-2022,Standard Class,California,Paper,0,$0.11K
Office Supplies,Thousand Oaks,United States,KM-16375,Katherine Murray,Message Book,06-12-2020,US-2020-148628,91360,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",West,Home Office,HO,FALSE,11-12-2020,Standard Class,California,Paper,0,$0.02K
Office Supplies,Covington,United States,SN-20710,Steve Nguyen,Universal,26-09-2021,US-2021-169957,98042,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),West,Home Office,HO,FALSE,30-09-2021,Standard Class,Washington,Paper,0,$0.01K
Office Supplies,San Francisco,United States,GH-14410,Gary Hansen,Sterilite,06-06-2022,US-2022-131849,94122,Sterilite Show Offs Storage Containers,West,Home Office,HO,TRUE,10-06-2022,Standard Class,California,Storage,0,$0.00K
Office Supplies,Sparks,United States,KN-16705,Kristina Nunn,Fiskars,22-07-2021,US-2021-140613,89431,"Fiskars 8"" Scissors, 2/Pack",West,Home Office,HO,FALSE,29-07-2021,Standard Class,Nevada,Supplies,0,$0.02K
Office Supplies,Provo,United States,RH-19510,Rick Huthwaite,Fiskars,15-07-2021,US-2021-122322,84604,Fiskars Home & Office Scissors,West,Home Office,HO,FALSE,21-07-2021,Standard Class,Utah,Supplies,0,$0.01K
Office Supplies,Los Angeles,United States,CA-12055,Cathy Armstrong,Kensington,08-08-2021,US-2021-107328,90036,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Home Office,HO,FALSE,15-08-2021,Standard Class,California,Appliances,0,$0.14K
Office Supplies,San Francisco,United States,JL-15175,James Lanier,Acco,05-01-2020,US-2020-158701,94110,Acco 6 Outlet Guardian Premium Surge Suppressor,West,Home Office,HO,FALSE,10-01-2020,Standard Class,California,Appliances,0,$0.02K
Office Supplies,Covington,United States,SN-20710,Steve Nguyen,Belkin,26-09-2021,US-2021-169957,98042,Belkin 7 Outlet SurgeMaster II,West,Home Office,HO,FALSE,30-09-2021,Standard Class,Washington,Appliances,0,$0.07K
Office Supplies,San Francisco,United States,FC-14245,Frank Carlisle,Other,06-03-2022,US-2022-167640,94109,Fluorescent Highlighters by Dixon,West,Home Office,HO,TRUE,10-03-2022,Standard Class,California,Art,0,$0.01K
Office Supplies,Seattle,United States,KB-16405,Katrina Bavinger,Newell,20-11-2020,US-2020-112305,98105,Newell 334,West,Home Office,HO,FALSE,25-11-2020,Standard Class,Washington,Art,0,$0.03K
Office Supplies,Los Angeles,United States,CW-11905,Carl Weiss,Xerox,04-11-2021,US-2021-119018,90004,Xerox 229,West,Home Office,HO,FALSE,08-11-2021,Standard Class,California,Paper,0,$0.02K
Office Supplies,Los Angeles,United States,NL-18310,Nancy Lomonaco,Xerox,30-05-2021,US-2021-147473,90049,Xerox 228,West,Home Office,HO,FALSE,03-06-2021,Standard Class,California,Paper,0,$0.02K
Office Supplies,San Francisco,United States,TC-21535,Tracy Collins,REDIFORM,07-12-2022,US-2022-142328,94122,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",West,Home Office,HO,TRUE,14-12-2022,Standard Class,California,Paper,0,$0.03K
Office Supplies,Los Angeles,United States,SN-20560,Skye Norling,Newell,20-11-2020,US-2020-144652,90008,Newell 333,West,Home Office,HO,FALSE,26-11-2020,Standard Class,California,Art,0,$0.01K
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,Other,06-12-2021,US-2021-103674,90032,Blackstonian Pencils,West,Home Office,HO,FALSE,10-12-2021,Standard Class,California,Art,0,$0.01K
Office Supplies,San Francisco,United States,EH-14125,Eugene Hildebrand,Crayola,30-01-2022,US-2022-112725,94110,"Crayola Anti Dust Chalk, 12/Pack",West,Home Office,HO,TRUE,06-02-2022,Standard Class,California,Art,0,$0.01K
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,Alliance,06-12-2021,US-2021-103674,90032,"Alliance Big Bands Rubber Bands, 12/Pack",West,Home Office,HO,FALSE,10-12-2021,Standard Class,California,Fasteners,0,$0.00K
Office Supplies,Seattle,United States,PS-18970,Paul Stevenson,Other,21-03-2022,US-2022-111591,98105,"Super Bands, 12/Pack",West,Home Office,HO,TRUE,25-03-2022,Standard Class,Washington,Fasteners,0,$0.00K
Office Supplies,Los Angeles,United States,RB-19795,Ross Baird,Avery,06-06-2021,US-2021-155971,90036,Avery 488,West,Home Office,HO,FALSE,12-06-2021,Standard Class,California,Labels,0,$0.01K
Office Supplies,Santa Ana,United States,EM-14140,Eugene Moren,Avery,27-12-2021,US-2021-131058,92704,Avery File Folder Labels,West,Home Office,HO,FALSE,31-12-2021,Standard Class,California,Labels,0,$0.01K
Office Supplies,San Francisco,United States,FC-14245,Frank Carlisle,Xerox,06-03-2022,US-2022-167640,94109,Xerox 1893,West,Home Office,HO,TRUE,10-03-2022,Standard Class,California,Paper,0,$0.14K
Office Supplies,Los Angeles,United States,PV-18985,Paul Van Hugh,Tennsco,02-10-2022,US-2022-105914,90036,Tennsco Double-Tier Lockers,West,Home Office,HO,TRUE,08-10-2022,Standard Class,California,Storage,0,$0.20K
Office Supplies,Seattle,United States,AS-10630,Ann Steele,Advantus,07-12-2019,US-2019-101392,98103,Advantus Rolling Drawer Organizers,West,Home Office,HO,FALSE,13-12-2019,Standard Class,Washington,Storage,0,$0.07K
Office Supplies,San Francisco,United States,RB-19795,Ross Baird,Universal,13-05-2022,US-2022-100748,94110,Self-Adhesive Address Labels for Typewriters by Universal,West,Home Office,HO,TRUE,20-05-2022,Standard Class,California,Labels,0,$0.03K
Office Supplies,Seattle,United States,PO-19180,Philisse Overcash,Avery,26-04-2022,US-2022-143665,98115,Avery 478,West,Home Office,HO,TRUE,01-05-2022,Standard Class,Washington,Labels,0,$0.02K
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,Other,15-10-2021,US-2021-125738,84106,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",West,Home Office,HO,FALSE,21-10-2021,Standard Class,Utah,Paper,0,$0.03K
Office Supplies,Salt Lake City,United States,PB-18805,Patrick Bzostek,Xerox,15-10-2021,US-2021-125738,84106,Xerox 1986,West,Home Office,HO,FALSE,21-10-2021,Standard Class,Utah,Paper,0,$0.03K
